date,stocks,bonds,gold,futures
2005-11-28,-0.0036,0.0017,0.0128,-0.0083
2005-11-29,-0.0007,-0.0037,0.0019,0.0140
2005-11-30,-0.0051,-0.0007,-0.0094,0.0007
2005-12-01,0.0106,-0.0011,0.0154,0.0167
2005-12-02,0.0042,0.0003,0.0015,0.0021
2005-12-05,0.0000,-0.0017,0.0113,0.0010
2005-12-06,0.0024,0.0038,0.0025,-0.0013
2005-12-07,-0.0035,-0.0010,0.0079,0.0041
2005-12-08,0.0004,0.0030,0.0096,-0.0114
2005-12-09,0.0031,-0.0035,0.0144,0.0078
2005-12-12,0.0064,-0.0002,0.0028,-0.0045
2005-12-13,0.0035,0.0008,-0.0138,0.0001
2005-12-14,0.0048,0.0043,-0.0277,-0.0284
2005-12-15,-0.0049,-0.0006,-0.0056,-0.0121
2005-12-16,0.0025,0.0012,-0.0013,-0.0014
2005-12-19,-0.0034,0.0005,0.0007,-0.0021
2005-12-20,-0.0011,-0.0010,-0.0178,0.0078
2005-12-21,0.0024,-0.0009,-0.0033,0.0072
2005-12-22,0.0040,0.0029,0.0197,-0.0050
2005-12-23,0.0008,0.0030,0.0005,-0.0027
2005-12-27,-0.0054,0.0025,0.0101,-0.0021
2005-12-28,0.0033,-0.0015,0.0123,0.0036
2005-12-29,-0.0012,0.0002,0.0024,0.0015
2005-12-30,-0.0069,-0.0006,0.0028,-0.0047
2006-01-03,0.0187,0.0016,0.0267,-0.0093
2006-01-04,0.0109,0.0008,0.0059,0.0003
2006-01-05,0.0002,0.0000,-0.0144,-0.0035
2006-01-06,0.0099,-0.0013,0.0255,0.0027
2006-01-09,0.0010,0.0004,0.0175,0.0047
2006-01-10,-0.0040,-0.0023,-0.0086,-0.0033
2006-01-11,0.0058,-0.0016,0.0082,0.0043
2006-01-12,-0.0030,0.0027,-0.0013,0.0014
2006-01-13,-0.0007,0.0034,0.0142,0.0036
2006-01-17,-0.0087,0.0012,-0.0043,-0.0003
2006-01-18,-0.0079,-0.0004,-0.0176,-0.0073
2006-01-19,0.0088,-0.0017,0.0267,0.0056
2006-01-20,-0.0114,0.0009,-0.0087,-0.0072
2006-01-23,0.0038,0.0006,0.0089,0.0022
2006-01-24,0.0019,-0.0014,-0.0009,-0.0006
2006-01-25,0.0016,-0.0043,0.0081,0.0041
2006-01-26,0.0080,-0.0021,-0.0045,0.0031
2006-01-27,0.0080,0.0009,-0.0022,0.0090
2006-01-30,0.0000,-0.0009,0.0126,0.0014
2006-01-31,0.0012,0.0005,0.0087,0.0023
2006-02-01,0.0011,-0.0017,-0.0025,0.0048
2006-02-02,-0.0076,0.0003,0.0050,-0.0046
2006-02-03,-0.0064,0.0017,-0.0089,-0.0047
2006-02-06,0.0013,0.0002,0.0051,0.0034
2006-02-07,-0.0063,-0.0010,-0.0338,-0.0134
2006-02-08,-0.0005,-0.0014,-0.0017,-0.0006
2006-02-09,0.0041,0.0009,0.0259,0.0070
2006-02-10,-0.0020,-0.0017,-0.0256,-0.0071
2006-02-13,-0.0039,0.0004,-0.0202,-0.0053
2006-02-14,0.0059,-0.0012,0.0127,0.0043
2006-02-15,0.0019,0.0006,-0.0112,-0.0023
2006-02-16,0.0057,0.0006,0.0114,0.0026
2006-02-17,-0.0010,0.0028,0.0107,-0.0034
2006-02-21,0.0007,-0.0007,0.0041,0.0047
2006-02-22,0.0047,0.0017,0.0001,0.0025
2006-02-23,0.0025,-0.0018,-0.0101,-0.0009
2006-02-24,0.0012,0.0000,0.0188,0.0050
2006-02-27,0.0046,-0.0008,-0.0071,0.0009
2006-02-28,-0.0073,0.0026,0.0125,-0.0121
2006-03-01,0.0055,-0.0019,0.0035,0.0069
2006-03-02,-0.0016,-0.0022,0.0082,-0.0019
2006-03-03,-0.0018,-0.0022,-0.0041,0.0001
2006-03-06,-0.0023,-0.0022,-0.0193,0.0027
2006-03-07,-0.0077,0.0002,-0.0040,0.0006
2006-03-08,-0.0017,0.0001,-0.0182,-0.0071
2006-03-09,0.0026,0.0004,0.0051,0.0043
2006-03-10,0.0037,-0.0009,-0.0102,0.0114
2006-03-13,0.0070,-0.0005,0.0117,0.0045
2006-03-14,0.0096,0.0041,0.0101,-0.0183
2006-03-15,0.0039,-0.0014,0.0025,0.0039
2006-03-16,0.0031,0.0043,0.0019,-0.0139
2006-03-17,0.0031,-0.0011,-0.0004,0.0046
2006-03-20,0.0012,0.0012,0.0022,0.0001
2006-03-21,-0.0059,-0.0031,-0.0052,0.0098
2006-03-22,0.0040,0.0006,-0.0026,-0.0018
2006-03-23,-0.0053,-0.0015,-0.0017,0.0097
2006-03-24,0.0040,0.0034,0.0178,-0.0062
2006-03-27,-0.0012,-0.0010,0.0130,-0.0019
2006-03-28,-0.0032,-0.0037,-0.0006,0.0173
2006-03-29,0.0027,-0.0015,0.0113,0.0093
2006-03-30,0.0080,-0.0021,0.0229,0.0031
2006-03-31,-0.0057,0.0003,-0.0085,-0.0011
2006-04-03,0.0062,-0.0006,0.0133,0.0155
2006-04-04,0.0054,0.0004,-0.0061,-0.0047
2006-04-05,0.0043,0.0016,0.0033,-0.0050
2006-04-06,0.0018,-0.0023,0.0123,0.0101
2006-04-07,-0.0090,-0.0032,-0.0115,0.0026
2006-04-10,0.0007,0.0004,0.0157,0.0083
2006-04-11,-0.0073,0.0016,-0.0039,-0.0082
2006-04-12,-0.0027,-0.0020,0.0033,0.0041
2006-04-13,0.0011,-0.0025,-0.0019,0.0127
2006-04-17,0.0033,0.0021,0.0317,-0.0066
2006-04-18,0.0109,0.0020,0.0074,0.0003
2006-04-19,0.0072,-0.0022,0.0205,0.0070
2006-04-20,0.0004,-0.0003,-0.0202,-0.0011
2006-04-21,0.0046,0.0011,0.0200,0.0058
2006-04-24,-0.0032,0.0018,-0.0179,-0.0153
2006-04-25,-0.0007,-0.0037,0.0166,0.0170
2006-04-26,0.0039,-0.0016,0.0124,0.0085
2006-04-27,0.0038,0.0017,-0.0088,-0.0075
2006-04-28,-0.0007,0.0016,0.0288,-0.0037
2006-05-01,0.0013,-0.0030,0.0091,0.0053
2006-05-02,0.0076,0.0010,0.0111,0.0109
2006-05-03,-0.0055,-0.0016,0.0018,0.0000
2006-05-04,0.0049,-0.0002,0.0121,0.0062
2006-05-05,0.0116,0.0021,0.0117,-0.0004
2006-05-08,0.0020,0.0000,-0.0060,0.0021
2006-05-09,0.0030,-0.0001,0.0318,0.0086
2006-05-10,-0.0022,0.0000,0.0062,0.0031
2006-05-11,-0.0080,-0.0010,0.0226,0.0108
2006-05-12,-0.0128,-0.0022,-0.0130,-0.0078
2006-05-15,-0.0068,0.0020,-0.0373,-0.0263
2006-05-16,-0.0022,0.0025,0.0116,-0.0084
2006-05-17,-0.0177,-0.0020,-0.0013,-0.0003
2006-05-18,-0.0082,0.0039,-0.0156,-0.0114
2006-05-19,-0.0023,0.0010,-0.0342,-0.0095
2006-05-22,-0.0102,0.0010,0.0005,-0.0086
2006-05-23,0.0047,-0.0011,0.0244,0.0088
2006-05-24,-0.0058,0.0015,-0.0532,-0.0156
2006-05-25,0.0101,-0.0016,0.0169,0.0049
2006-05-26,0.0097,0.0010,0.0039,-0.0023
2006-05-30,-0.0094,-0.0010,0.0053,0.0120
2006-05-31,0.0022,-0.0017,-0.0173,-0.0034
2006-06-01,0.0074,0.0005,-0.0237,-0.0029
2006-06-02,0.0082,0.0061,0.0120,-0.0052
2006-06-05,-0.0123,-0.0011,0.0124,0.0009
2006-06-06,-0.0151,0.0009,-0.0214,-0.0027
2006-06-07,-0.0057,-0.0009,-0.0032,-0.0029
2006-06-08,-0.0169,0.0017,-0.0296,-0.0178
2006-06-09,0.0061,0.0007,-0.0015,0.0002
2006-06-12,-0.0111,0.0002,-0.0021,-0.0017
2006-06-13,-0.0201,0.0013,-0.0727,-0.0109
2006-06-14,0.0056,-0.0043,-0.0004,0.0064
2006-06-15,0.0209,-0.0021,0.0068,0.0041
2006-06-16,0.0008,-0.0014,0.0201,0.0033
2006-06-19,-0.0070,-0.0005,-0.0156,0.0014
2006-06-20,0.0011,-0.0004,0.0143,0.0040
2006-06-21,0.0078,0.0001,0.0182,0.0029
2006-06-22,-0.0004,-0.0018,-0.0094,0.0055
2006-06-23,-0.0017,-0.0013,0.0046,0.0058
2006-06-26,0.0030,-0.0001,-0.0001,0.0070
2006-06-27,-0.0053,0.0015,-0.0055,-0.0061
2006-06-28,-0.0006,-0.0017,-0.0057,0.0016
2006-06-29,0.0203,0.0025,0.0137,-0.0067
2006-06-30,0.0160,0.0034,0.0462,-0.0041
2006-07-03,0.0063,-0.0002,0.0004,0.0017
2006-07-05,-0.0104,-0.0033,0.0225,0.0140
2006-07-06,0.0046,0.0020,0.0106,-0.0014
2006-07-07,-0.0007,0.0027,-0.0022,-0.0088
2006-07-10,0.0006,0.0005,-0.0133,-0.0044
2006-07-11,-0.0014,0.0014,0.0272,-0.0029
2006-07-12,-0.0092,0.0002,0.0127,0.0049
2006-07-13,-0.0122,0.0016,0.0051,-0.0021
2006-07-14,-0.0118,0.0008,0.0207,-0.0029
2006-07-17,-0.0067,0.0001,-0.0235,-0.0061
2006-07-18,-0.0040,-0.0030,-0.0340,0.0010
2006-07-19,0.0192,0.0038,0.0208,-0.0078
2006-07-20,0.0024,0.0018,-0.0157,-0.0020
2006-07-21,-0.0065,-0.0006,-0.0192,-0.0036
2006-07-24,0.0125,0.0002,-0.0111,0.0009
2006-07-25,0.0063,-0.0010,0.0080,0.0001
2006-07-26,0.0001,0.0016,0.0065,-0.0007
2006-07-27,0.0074,0.0000,0.0171,-0.0015
2006-07-28,0.0111,0.0030,0.0037,-0.0073
2006-07-31,-0.0007,0.0006,-0.0011,0.0019
2006-08-01,-0.0064,0.0002,0.0187,0.0039
2006-08-02,0.0093,0.0010,0.0082,0.0023
2006-08-03,-0.0026,0.0004,-0.0106,0.0023
2006-08-04,0.0065,0.0029,-0.0014,0.0013
2006-08-07,-0.0084,-0.0007,0.0058,0.0053
2006-08-08,-0.0001,0.0003,-0.0032,-0.0006
2006-08-09,0.0024,-0.0005,0.0073,0.0027
2006-08-10,-0.0035,-0.0003,-0.0240,-0.0106
2006-08-11,-0.0027,-0.0018,-0.0024,0.0054
2006-08-14,0.0036,-0.0013,-0.0075,0.0007
2006-08-15,0.0119,0.0035,-0.0099,-0.0014
2006-08-16,0.0101,0.0030,0.0098,-0.0026
2006-08-17,0.0022,0.0000,-0.0213,-0.0099
2006-08-18,0.0001,0.0016,-0.0056,-0.0015
2006-08-21,-0.0004,0.0010,0.0221,0.0049
2006-08-22,-0.0001,0.0004,-0.0018,-0.0014
2006-08-23,-0.0041,0.0000,-0.0014,-0.0030
2006-08-24,0.0000,0.0004,-0.0070,-0.0022
2006-08-25,-0.0025,0.0008,0.0038,0.0031
2006-08-28,0.0041,0.0000,-0.0105,0.0012
2006-08-29,0.0023,0.0005,-0.0076,-0.0009
2006-08-30,0.0039,0.0011,0.0114,0.0051
2006-08-31,0.0001,0.0019,0.0131,0.0049
2006-09-01,0.0047,0.0006,-0.0024,0.0013
2006-09-05,0.0042,-0.0019,0.0232,-0.0063
2006-09-06,-0.0108,-0.0009,-0.0077,-0.0026
2006-09-07,-0.0094,0.0006,-0.0262,-0.0097
2006-09-08,0.0011,0.0013,-0.0121,-0.0020
2006-09-11,-0.0050,-0.0010,-0.0320,-0.0015
2006-09-12,0.0087,0.0016,-0.0049,0.0082
2006-09-13,0.0033,0.0006,0.0035,0.0007
2006-09-14,0.0023,-0.0012,-0.0171,0.0048
2006-09-15,-0.0011,-0.0003,-0.0050,-0.0034
2006-09-18,0.0019,-0.0004,0.0172,0.0022
2006-09-19,-0.0020,0.0039,-0.0161,-0.0025
2006-09-20,0.0035,0.0004,0.0053,0.0057
2006-09-21,0.0006,0.0042,0.0037,0.0010
2006-09-22,-0.0042,0.0025,0.0122,-0.0043
2006-09-25,0.0021,0.0023,0.0013,0.0024
2006-09-26,0.0060,-0.0011,0.0021,0.0044
2006-09-27,0.0068,-0.0003,0.0105,0.0030
2006-09-28,0.0015,-0.0012,0.0127,-0.0028
2006-09-29,-0.0018,-0.0001,-0.0108,0.0002
2006-10-02,0.0016,0.0011,-0.0011,0.0025
2006-10-03,-0.0017,0.0003,-0.0360,0.0040
2006-10-04,0.0059,0.0026,-0.0253,0.0041
2006-10-05,0.0069,-0.0023,0.0157,-0.0022
2006-10-06,-0.0049,-0.0043,0.0024,0.0020
2006-10-09,0.0012,0.0000,0.0108,-0.0008
2006-10-10,0.0016,-0.0021,-0.0112,0.0036
2006-10-11,-0.0018,-0.0018,0.0006,0.0023
2006-10-12,0.0071,0.0005,0.0067,0.0036
2006-10-13,0.0023,-0.0012,0.0215,0.0014
2006-10-16,0.0051,0.0012,0.0102,-0.0008
2006-10-17,-0.0051,0.0008,-0.0082,-0.0077
2006-10-18,0.0029,0.0006,-0.0014,0.0068
2006-10-19,0.0032,-0.0007,0.0168,-0.0066
2006-10-20,0.0023,0.0001,-0.0100,0.0078
2006-10-23,0.0035,-0.0017,-0.0222,0.0079
2006-10-24,0.0003,0.0001,0.0082,0.0001
2006-10-25,0.0045,0.0025,0.0056,-0.0026
2006-10-26,0.0062,0.0030,0.0154,0.0000
2006-10-27,-0.0036,0.0024,0.0021,-0.0066
2006-10-30,-0.0028,0.0005,0.0111,0.0003
2006-10-31,0.0015,0.0036,-0.0009,-0.0020
2006-11-01,-0.0023,0.0024,0.0207,0.0001
2006-11-02,-0.0017,-0.0015,0.0139,-0.0008
2006-11-03,-0.0020,-0.0058,0.0024,0.0008
2006-11-06,0.0094,0.0008,-0.0016,0.0115
2006-11-07,0.0062,0.0024,-0.0002,0.0064
2006-11-08,-0.0017,0.0015,-0.0148,-0.0051
2006-11-09,-0.0032,0.0002,0.0300,-0.0034
2006-11-10,0.0024,0.0018,-0.0103,-0.0045
2006-11-13,-0.0011,-0.0005,-0.0064,0.0025
2006-11-14,0.0046,0.0020,-0.0006,0.0004
2006-11-15,0.0030,-0.0025,-0.0024,0.0028
2006-11-16,0.0008,-0.0018,-0.0032,0.0036
2006-11-17,-0.0015,0.0029,0.0014,-0.0047
2006-11-20,-0.0028,0.0008,-0.0001,0.0021
2006-11-21,0.0026,0.0009,0.0108,0.0015
2006-11-22,0.0070,0.0006,0.0006,0.0030
2006-11-24,-0.0008,0.0012,0.0003,0.0009
2006-11-27,-0.0105,0.0010,0.0188,-0.0086
2006-11-28,0.0007,0.0015,-0.0051,0.0022
2006-11-29,0.0118,-0.0006,-0.0028,0.0047
2006-11-30,0.0033,0.0032,0.0175,0.0091
2006-12-01,-0.0015,0.0021,-0.0034,0.0032
2006-12-04,0.0062,0.0003,0.0009,0.0043
2006-12-05,0.0038,-0.0002,-0.0045,0.0018
2006-12-06,0.0013,-0.0020,-0.0184,-0.0089
2006-12-07,-0.0004,-0.0001,0.0019,0.0000
2006-12-08,0.0005,-0.0035,-0.0093,-0.0099
2006-12-11,-0.0003,0.0019,0.0064,0.0124
2006-12-12,0.0016,0.0017,-0.0048,0.0072
2006-12-13,0.0023,-0.0043,0.0013,-0.0043
2006-12-14,0.0061,-0.0010,-0.0022,0.0021
2006-12-15,0.0000,0.0001,-0.0186,-0.0072
2006-12-18,-0.0026,0.0005,-0.0015,-0.0005
2006-12-19,0.0000,-0.0002,0.0123,0.0062
2006-12-20,0.0026,0.0002,-0.0016,0.0050
2006-12-21,-0.0028,0.0024,-0.0042,0.0018
2006-12-22,-0.0043,-0.0034,0.0013,-0.0038
2006-12-26,0.0013,0.0015,0.0079,0.0051
2006-12-27,0.0079,-0.0025,0.0055,0.0095
2006-12-28,0.0002,-0.0017,0.0106,0.0043
2006-12-29,-0.0021,-0.0001,0.0018,-0.0008
2007-01-03,0.0035,0.0025,-0.0127,-0.0043
2007-01-04,-0.0029,0.0024,-0.0056,-0.0081
2007-01-05,-0.0098,-0.0013,-0.0307,-0.0183
2007-01-08,0.0012,-0.0001,0.0045,0.0001
2007-01-09,0.0009,0.0001,0.0093,0.0060
2007-01-10,-0.0050,-0.0010,-0.0025,-0.0021
2007-01-11,0.0069,-0.0026,0.0010,0.0253
2007-01-12,0.0082,-0.0015,0.0211,0.0113
2007-01-16,0.0018,0.0015,-0.0010,0.0040
2007-01-17,0.0003,-0.0017,0.0119,0.0012
2007-01-18,-0.0019,0.0017,-0.0080,0.0076
2007-01-19,0.0039,-0.0008,0.0134,-0.0017
2007-01-22,-0.0023,0.0010,-0.0032,-0.0008
2007-01-23,0.0043,-0.0019,0.0187,0.0005
2007-01-24,0.0063,-0.0001,0.0037,-0.0067
2007-01-25,-0.0070,-0.0025,0.0000,-0.0010
2007-01-26,-0.0054,-0.0004,-0.0055,-0.0056
2007-01-29,0.0012,-0.0002,-0.0020,0.0080
2007-01-30,0.0052,0.0008,0.0018,-0.0066
2007-01-31,0.0024,0.0027,0.0120,-0.0061
2007-02-01,0.0093,-0.0006,0.0079,0.0081
2007-02-02,0.0011,0.0006,-0.0172,0.0005
2007-02-05,-0.0022,0.0013,0.0075,-0.0083
2007-02-06,0.0034,0.0021,0.0041,0.0018
2007-02-07,0.0034,0.0012,-0.0020,0.0052
2007-02-08,-0.0036,0.0005,0.0085,-0.0034
2007-02-09,-0.0020,-0.0023,0.0145,0.0046
2007-02-12,-0.0049,-0.0005,-0.0070,0.0012
2007-02-13,0.0074,-0.0005,0.0019,0.0027
2007-02-14,0.0111,0.0040,0.0054,0.0082
2007-02-15,0.0034,0.0014,-0.0007,-0.0115
2007-02-16,-0.0014,0.0007,0.0022,-0.0007
2007-02-20,0.0024,0.0011,-0.0170,0.0056
2007-02-21,-0.0038,-0.0006,0.0349,0.0035
2007-02-22,0.0011,-0.0018,-0.0013,0.0063
2007-02-23,0.0020,0.0027,0.0056,-0.0021
2007-02-26,0.0019,0.0027,0.0049,-0.0028
2007-02-27,-0.0248,0.0062,-0.0036,-0.0465
2007-02-28,-0.0085,-0.0017,-0.0212,-0.0147
2007-03-01,-0.0060,0.0000,-0.0109,-0.0225
2007-03-02,-0.0077,0.0021,-0.0315,-0.0218
2007-03-05,-0.0153,0.0003,-0.0072,-0.0241
2007-03-06,0.0140,-0.0005,0.0111,0.0104
2007-03-07,0.0023,0.0016,0.0105,0.0077
2007-03-08,0.0091,-0.0003,0.0041,0.0077
2007-03-09,0.0012,-0.0041,-0.0051,0.0046
2007-03-12,0.0035,0.0021,-0.0023,0.0071
2007-03-13,-0.0139,0.0032,-0.0012,-0.0097
2007-03-14,-0.0088,-0.0012,-0.0105,-0.0082
2007-03-15,0.0103,-0.0005,0.0072,0.0116
2007-03-16,-0.0011,-0.0003,0.0107,0.0040
2007-03-19,0.0114,-0.0009,0.0009,0.0091
2007-03-20,0.0070,0.0011,0.0074,0.0047
2007-03-21,0.0104,0.0020,0.0017,0.0050
2007-03-22,0.0084,-0.0035,0.0064,-0.0015
2007-03-23,0.0013,-0.0010,-0.0103,-0.0044
2007-03-26,-0.0012,0.0015,0.0105,-0.0003
2007-03-27,-0.0038,-0.0008,-0.0019,-0.0021
2007-03-28,-0.0051,-0.0002,0.0063,-0.0112
2007-03-29,0.0038,-0.0006,-0.0077,0.0105
2007-03-30,-0.0011,-0.0005,0.0022,0.0012
2007-04-02,0.0027,0.0004,0.0042,0.0074
2007-04-03,0.0094,-0.0009,-0.0025,0.0114
2007-04-04,0.0038,0.0008,0.0116,0.0036
2007-04-05,0.0030,-0.0010,0.0031,0.0018
2007-04-09,-0.0011,-0.0031,-0.0031,0.0004
2007-04-10,0.0060,0.0012,0.0069,0.0111
2007-04-11,-0.0035,-0.0005,0.0004,0.0002
2007-04-12,0.0031,0.0001,-0.0028,0.0016
2007-04-13,0.0031,-0.0011,0.0151,0.0127
2007-04-16,0.0116,0.0016,0.0071,0.0079
2007-04-17,0.0018,0.0027,-0.0027,0.0031
2007-04-18,0.0011,0.0018,0.0013,-0.0067
2007-04-19,-0.0039,-0.0003,-0.0071,-0.0053
2007-04-20,0.0087,0.0000,0.0110,0.0124
2007-04-23,-0.0020,0.0014,-0.0019,-0.0046
2007-04-24,-0.0019,0.0014,-0.0092,-0.0058
2007-04-25,0.0074,-0.0010,-0.0003,0.0072
2007-04-26,-0.0011,-0.0019,-0.0135,0.0003
2007-04-27,-0.0009,-0.0004,0.0057,0.0020
2007-04-30,-0.0038,0.0040,0.0029,-0.0080
2007-05-01,-0.0012,-0.0005,-0.0089,0.0034
2007-05-02,0.0065,-0.0002,-0.0031,0.0070
2007-05-03,0.0028,-0.0015,0.0139,0.0054
2007-05-04,0.0051,0.0019,0.0079,0.0050
2007-05-07,0.0051,0.0006,0.0014,0.0058
2007-05-08,-0.0057,0.0001,-0.0042,-0.0080
2007-05-09,0.0043,-0.0021,-0.0070,0.0022
2007-05-10,-0.0111,0.0013,-0.0225,-0.0134
2007-05-11,0.0060,-0.0010,0.0080,0.0089
2007-05-14,-0.0003,-0.0005,-0.0028,0.0066
2007-05-15,0.0009,-0.0009,0.0065,0.0064
2007-05-16,0.0026,0.0004,-0.0191,-0.0029
2007-05-17,-0.0016,-0.0021,-0.0063,-0.0001
2007-05-18,0.0059,-0.0021,0.0074,0.0063
2007-05-21,0.0009,0.0011,0.0031,0.0060
2007-05-22,0.0011,-0.0018,-0.0057,-0.0006
2007-05-23,0.0035,-0.0011,0.0042,0.0085
2007-05-24,-0.0095,0.0002,-0.0139,-0.0136
2007-05-25,0.0017,-0.0001,0.0032,0.0057
2007-05-29,0.0040,-0.0005,0.0036,0.0034
2007-05-30,0.0020,0.0002,-0.0060,0.0000
2007-05-31,0.0052,-0.0004,0.0113,0.0146
2007-06-01,0.0052,-0.0028,0.0154,0.0170
2007-06-04,0.0030,0.0017,-0.0005,-0.0009
2007-06-05,-0.0033,-0.0021,-0.0016,-0.0002
2007-06-06,-0.0100,0.0005,-0.0006,-0.0165
2007-06-07,-0.0141,-0.0053,-0.0138,-0.0012
2007-06-08,0.0007,-0.0005,-0.0223,0.0026
2007-06-11,0.0034,-0.0002,0.0138,0.0065
2007-06-12,-0.0083,-0.0048,-0.0088,0.0011
2007-06-13,0.0073,0.0023,-0.0005,0.0060
2007-06-14,0.0086,-0.0008,0.0050,0.0104
2007-06-15,0.0101,0.0024,0.0044,0.0126
2007-06-18,0.0002,0.0016,0.0022,0.0013
2007-06-19,0.0003,0.0029,0.0074,-0.0076
2007-06-20,-0.0053,-0.0017,-0.0069,0.0019
2007-06-21,-0.0005,-0.0014,-0.0087,0.0011
2007-06-22,-0.0076,0.0017,0.0044,-0.0076
2007-06-25,-0.0028,0.0034,-0.0031,-0.0088
2007-06-26,-0.0035,-0.0011,-0.0142,-0.0062
2007-06-27,0.0004,0.0017,-0.0006,-0.0111
2007-06-28,0.0052,-0.0021,0.0088,0.0212
2007-06-29,0.0038,0.0044,0.0009,0.0021
2007-07-02,0.0091,0.0018,0.0131,0.0027
2007-07-03,0.0047,-0.0022,-0.0056,0.0065
2007-07-05,0.0000,-0.0041,-0.0071,0.0095
2007-07-06,0.0045,-0.0020,0.0066,0.0131
2007-07-09,0.0027,0.0020,0.0122,0.0043
2007-07-10,-0.0078,0.0059,0.0030,-0.0179
2007-07-11,0.0014,-0.0017,-0.0033,-0.0002
2007-07-12,0.0130,-0.0019,0.0094,0.0153
2007-07-13,0.0052,0.0006,-0.0012,0.0047
2007-07-16,-0.0004,0.0036,-0.0011,-0.0077
2007-07-17,-0.0013,-0.0017,-0.0005,0.0029
2007-07-18,-0.0048,0.0035,0.0116,-0.0067
2007-07-19,0.0067,-0.0008,0.0067,0.0075
2007-07-20,-0.0077,0.0034,0.0097,-0.0120
2007-07-23,0.0022,0.0000,-0.0042,0.0032
2007-07-24,-0.0140,0.0010,0.0051,-0.0088
2007-07-25,-0.0049,0.0021,-0.0159,-0.0154
2007-07-26,-0.0221,0.0065,-0.0165,-0.0413
2007-07-27,-0.0149,-0.0005,-0.0040,-0.0245
2007-07-30,0.0056,-0.0005,0.0068,-0.0004
2007-07-31,0.0011,0.0016,0.0041,0.0141
2007-08-01,-0.0058,0.0004,-0.0049,-0.0180
2007-08-02,0.0056,0.0002,0.0012,0.0137
2007-08-03,-0.0145,0.0029,0.0117,-0.0069
2007-08-06,0.0080,-0.0014,-0.0012,-0.0125
2007-08-07,0.0061,-0.0006,-0.0013,0.0019
2007-08-08,0.0168,-0.0055,0.0060,0.0165
2007-08-09,-0.0217,0.0032,-0.0195,-0.0283
2007-08-10,-0.0151,0.0009,0.0132,-0.0150
2007-08-13,0.0053,0.0005,-0.0006,0.0026
2007-08-14,-0.0143,0.0025,-0.0016,-0.0128
2007-08-15,-0.0147,0.0014,0.0001,-0.0098
2007-08-16,-0.0141,0.0063,-0.0318,-0.0275
2007-08-17,0.0169,-0.0032,0.0135,0.0046
2007-08-20,0.0063,0.0024,-0.0001,0.0060
2007-08-21,0.0039,0.0024,-0.0004,-0.0017
2007-08-22,0.0123,-0.0018,0.0038,0.0037
2007-08-23,0.0055,0.0000,-0.0004,0.0009
2007-08-24,0.0082,-0.0012,0.0137,0.0042
2007-08-27,-0.0026,0.0021,-0.0017,0.0018
2007-08-28,-0.0178,0.0037,-0.0038,-0.0001
2007-08-29,0.0107,-0.0011,0.0029,0.0032
2007-08-30,0.0023,0.0030,-0.0021,0.0044
2007-08-31,0.0138,-0.0018,0.0120,-0.0013
2007-09-04,0.0073,0.0003,0.0146,0.0063
2007-09-05,-0.0106,0.0047,-0.0010,0.0054
2007-09-06,0.0047,-0.0014,0.0202,-0.0003
2007-09-07,-0.0132,0.0072,0.0074,0.0083
2007-09-10,-0.0057,0.0027,0.0039,0.0051
2007-09-11,0.0141,-0.0020,0.0126,0.0033
2007-09-12,0.0028,-0.0018,-0.0004,0.0010
2007-09-13,0.0061,-0.0037,-0.0038,-0.0021
2007-09-14,-0.0015,0.0010,0.0000,-0.0016
2007-09-17,-0.0079,0.0000,0.0087,-0.0001
2007-09-18,0.0164,0.0004,0.0000,0.0111
2007-09-19,0.0192,-0.0019,0.0081,0.0007
2007-09-20,0.0001,-0.0064,0.0144,0.0045
2007-09-21,0.0026,0.0021,-0.0012,0.0038
2007-09-24,-0.0014,0.0009,0.0009,-0.0005
2007-09-25,-0.0008,0.0008,-0.0006,-0.0041
2007-09-26,0.0043,0.0001,-0.0044,0.0027
2007-09-27,0.0091,0.0024,0.0061,0.0158
2007-09-28,0.0014,0.0002,0.0138,-0.0008
2007-10-01,0.0095,0.0006,0.0058,-0.0008
2007-10-02,0.0008,0.0016,-0.0235,-0.0144
2007-10-03,-0.0014,-0.0008,-0.0007,-0.0011
2007-10-04,0.0005,0.0010,0.0111,0.0066
2007-10-05,0.0093,-0.0057,0.0047,0.0079
2007-10-08,-0.0052,0.0000,-0.0111,-0.0112
2007-10-09,0.0074,-0.0002,0.0061,0.0063
2007-10-10,0.0019,0.0000,0.0040,0.0061
2007-10-11,0.0030,-0.0005,0.0145,0.0149
2007-10-12,0.0001,-0.0016,-0.0037,-0.0018
2007-10-15,-0.0062,0.0010,0.0115,0.0009
2007-10-16,-0.0102,0.0012,-0.0002,-0.0042
2007-10-17,0.0032,0.0061,0.0005,0.0039
2007-10-18,0.0016,0.0025,0.0085,0.0101
2007-10-19,-0.0171,0.0050,-0.0003,-0.0080
2007-10-22,-0.0078,0.0005,-0.0106,-0.0184
2007-10-23,0.0116,-0.0003,0.0042,0.0165
2007-10-24,-0.0034,0.0038,0.0034,0.0001
2007-10-25,0.0047,-0.0009,0.0072,0.0153
2007-10-26,0.0144,-0.0013,0.0215,0.0144
2007-10-29,0.0083,0.0005,0.0068,0.0129
2007-10-30,-0.0052,-0.0002,-0.0059,-0.0088
2007-10-31,0.0113,-0.0045,0.0096,0.0126
2007-11-01,-0.0172,0.0060,-0.0019,-0.0128
